exp_educ,SEX,age79,afqt,numkids84,black,hisp
10,"FEMALE",17,5,2,0,0
12,"FEMALE",16,80,1,0,0
14,"FEMALE",16,32,1,0,0
16,"FEMALE",16,71,0,0,0
12,"FEMALE",17,35,0,0,0
16,"FEMALE",16,5,1,0,0
15,"FEMALE",17,80,0,0,0
18,"FEMALE",16,52,0,0,1
18,"FEMALE",17,47,0,0,1
12,"FEMALE",17,15,0,0,1
16,"FEMALE",16,35,0,0,1
14,"FEMALE",17,25,0,0,1
16,"FEMALE",16,70,0,0,1
16,"FEMALE",17,69,0,0,1
16,"FEMALE",16,49,0,0,1
11,"FEMALE",16,9,0,0,1
16,"FEMALE",17,80,0,0,1
18,"FEMALE",17,68,3,0,1
12,"FEMALE",16,12,1,0,1
17,"FEMALE",17,38,0,0,1
9,"FEMALE",17,1,1,0,1
15,"FEMALE",16,63,0,0,1
14,"FEMALE",16,21,2,0,1
16,"FEMALE",17,25,2,0,1
12,"FEMALE",17,8,1,0,1
16,"FEMALE",16,47,1,0,1
14,"FEMALE",17,16,1,0,1
13,"FEMALE",17,8,0,1,0
12,"FEMALE",16,31,1,1,0
16,"FEMALE",17,18,2,1,0
12,"FEMALE",16,23,0,1,0
14,"FEMALE",17,36,1,1,0
14,"FEMALE",16,38,0,1,0
12,"FEMALE",16,6,,1,0
11,"FEMALE",17,2,3,1,0
11,"FEMALE",16,2,3,1,0
18,"FEMALE",16,34,1,1,0
16,"FEMALE",17,55,1,1,0
12,"FEMALE",16,29,1,1,0
16,"FEMALE",17,42,1,1,0
16,"FEMALE",17,54,0,1,0
16,"FEMALE",17,29,1,1,0
12,"FEMALE",17,4,1,1,0
16,"FEMALE",17,4,2,1,0
12,"FEMALE",16,69,0,1,0
16,"FEMALE",17,19,2,1,0
12,"FEMALE",16,12,0,1,0
16,"FEMALE",16,31,0,1,0
12,"FEMALE",17,5,2,1,0
16,"FEMALE",17,48,0,1,0
14,"FEMALE",17,28,0,1,0
18,"FEMALE",16,23,0,1,0
18,"FEMALE",16,13,0,1,0
16,"FEMALE",16,72,0,1,0
16,"FEMALE",16,59,0,1,0
16,"FEMALE",16,13,0,1,0
12,"FEMALE",16,5,0,1,0
12,"FEMALE",16,4,0,1,0
16,"FEMALE",16,37,0,1,0
14,"FEMALE",16,50,0,1,0
16,"FEMALE",16,45,0,1,0
16,"FEMALE",17,42,0,1,0
12,"FEMALE",17,13,1,1,0
12,"FEMALE",17,13,1,0,0
12,"FEMALE",17,5,2,0,0
16,"FEMALE",17,51,0,1,0
12,"FEMALE",16,23,1,1,0
16,"FEMALE",17,6,1,1,0
16,"FEMALE",17,17,2,1,0
10,"FEMALE",16,3,2,1,0
14,"FEMALE",16,35,0,1,0
16,"FEMALE",17,47,1,1,0
17,"FEMALE",17,38,0,1,0
16,"FEMALE",16,31,1,1,0
16,"FEMALE",16,9,0,1,0
14,"FEMALE",16,28,0,1,0
16,"FEMALE",16,12,0,1,0
16,"FEMALE",17,79,0,1,0
12,"FEMALE",17,8,1,1,0
17,"FEMALE",16,40,0,1,0
12,"FEMALE",16,32,0,0,0
16,"FEMALE",16,18,2,1,0
12,"FEMALE",17,12,1,1,0
16,"FEMALE",16,19,0,1,0
12,"FEMALE",17,18,1,0,0
12,"FEMALE",16,7,1,1,0
12,"FEMALE",16,6,0,1,0
12,"FEMALE",17,21,1,1,0
12,"FEMALE",16,20,2,1,0
12,"FEMALE",17,1,2,1,0
12,"FEMALE",16,9,1,1,0
12,"FEMALE",17,8,0,1,0
9,"FEMALE",17,2,1,1,0
12,"FEMALE",16,5,0,1,0
12,"FEMALE",16,8,0,0,0
9,"FEMALE",17,6,0,1,0
12,"FEMALE",16,18,1,1,0
16,"FEMALE",17,22,0,1,0
16,"FEMALE",16,68,0,1,0
15,"FEMALE",17,18,0,1,0
16,"FEMALE",16,16,0,1,0
15,"FEMALE",16,2,0,1,0
12,"FEMALE",17,20,,1,0
12,"FEMALE",17,16,1,1,0
12,"FEMALE",16,16,0,0,0
12,"FEMALE",16,35,2,0,0
12,"FEMALE",17,15,0,0,0
9,"FEMALE",17,8,3,0,0
10,"FEMALE",17,12,0,0,0
16,"FEMALE",17,93,0,0,0
12,"FEMALE",16,55,0,0,0
8,"FEMALE",17,6,2,0,0
12,"FEMALE",16,4,0,1,0
16,"FEMALE",16,31,0,1,0
12,"FEMALE",16,33,1,0,0
14,"FEMALE",16,25,,0,0
14,"FEMALE",17,52,0,1,0
16,"FEMALE",16,6,0,0,1
14,"FEMALE",16,25,0,0,1
11,"FEMALE",17,7,0,1,0
16,"FEMALE",16,25,0,1,0
12,"FEMALE",17,4,1,1,0
12,"FEMALE",16,22,1,0,0
16,"FEMALE",16,8,0,0,0
18,"FEMALE",16,15,,0,0
16,"FEMALE",17,67,0,0,1
16,"FEMALE",17,11,2,1,0
16,"FEMALE",16,67,1,1,0
16,"FEMALE",16,29,0,1,0
12,"FEMALE",17,30,0,0,1
12,"FEMALE",17,13,0,0,1
16,"FEMALE",16,15,2,0,1
16,"FEMALE",17,42,0,1,0
18,"FEMALE",17,37,1,1,0
12,"FEMALE",16,35,0,1,0
18,"FEMALE",17,28,1,0,1
12,"FEMALE",16,5,2,0,1
12,"FEMALE",17,9,0,0,1
12,"FEMALE",16,62,1,0,1
12,"FEMALE",17,13,1,0,1
14,"FEMALE",16,11,0,1,0
18,"FEMALE",16,86,0,0,1
16,"FEMALE",16,5,0,0,1
17,"FEMALE",16,85,0,1,0
16,"FEMALE",17,42,2,1,0
18,"FEMALE",17,52,0,1,0
14,"FEMALE",17,41,0,0,1
16,"FEMALE",16,4,0,0,1
12,"FEMALE",17,27,0,0,1
16,"FEMALE",17,49,0,1,0
12,"FEMALE",17,7,0,1,0
9,"FEMALE",16,25,3,0,0
14,"FEMALE",17,50,0,0,0
12,"FEMALE",16,62,0,0,0
12,"FEMALE",17,27,,0,0
14,"FEMALE",16,24,,0,0
12,"FEMALE",16,20,1,1,0
11,"FEMALE",16,3,,1,0
9,"FEMALE",17,7,2,0,0
12,"FEMALE",16,59,2,0,0
18,"FEMALE",16,29,0,1,0
16,"FEMALE",16,40,1,1,0
12,"FEMALE",17,6,0,1,0
16,"FEMALE",17,22,1,1,0
10,"FEMALE",17,10,2,0,0
12,"FEMALE",16,41,0,0,0
16,"FEMALE",17,39,1,0,0
12,"FEMALE",16,39,1,0,0
14,"FEMALE",17,61,0,0,0
14,"FEMALE",17,59,1,0,1
12,"FEMALE",16,22,0,0,1
9,"FEMALE",16,4,,0,0
12,"FEMALE",16,41,0,0,0
17,"FEMALE",17,57,0,1,0
18,"FEMALE",17,88,0,1,0
12,"FEMALE",16,50,1,1,0
12,"FEMALE",16,18,0,1,0
14,"FEMALE",16,18,0,1,0
12,"FEMALE",17,21,2,1,0
10,"FEMALE",16,57,1,0,1
14,"FEMALE",16,34,0,1,0
16,"FEMALE",16,29,0,1,0
16,"FEMALE",16,13,1,1,0
12,"FEMALE",17,11,0,1,0
12,"FEMALE",16,2,0,1,0
16,"FEMALE",16,1,2,1,0
12,"FEMALE",16,1,1,1,0
18,"FEMALE",16,92,0,1,0
12,"FEMALE",17,25,0,0,0
12,"FEMALE",16,26,1,0,1
16,"FEMALE",16,45,0,1,0
12,"FEMALE",17,4,3,1,0
16,"FEMALE",16,18,0,1,0
16,"FEMALE",17,29,0,1,0
14,"FEMALE",17,13,1,1,0
16,"FEMALE",16,21,0,0,1
16,"FEMALE",17,13,1,0,1
14,"FEMALE",16,8,,0,1
16,"FEMALE",16,9,2,1,0
14,"FEMALE",16,15,0,1,0
14,"FEMALE",16,12,0,1,0
14,"FEMALE",16,65,0,1,0
18,"FEMALE",17,65,0,1,0
16,"FEMALE",16,10,0,1,0
12,"FEMALE",16,23,0,1,0
12,"FEMALE",16,2,1,1,0
18,"FEMALE",17,53,0,1,0
12,"FEMALE",16,79,1,0,0
12,"FEMALE",16,21,0,0,0
12,"FEMALE",17,2,1,0,0
12,"FEMALE",16,6,2,0,0
16,"FEMALE",17,12,0,0,1
12,"FEMALE",16,27,0,1,0
17,"FEMALE",17,70,1,1,0
12,"FEMALE",16,5,0,1,0
12,"FEMALE",16,11,0,1,0
16,"FEMALE",17,46,0,1,0
12,"FEMALE",16,17,,0,0
12,"FEMALE",16,16,0,0,0
14,"FEMALE",17,32,0,0,1
16,"FEMALE",17,25,1,1,0
16,"FEMALE",17,29,2,1,0
18,"FEMALE",17,42,2,1,0
12,"FEMALE",17,2,0,1,0
16,"FEMALE",16,77,1,0,0
16,"FEMALE",17,49,2,1,0
16,"FEMALE",16,42,0,1,0
18,"FEMALE",17,22,0,1,0
12,"FEMALE",17,15,0,1,0
18,"FEMALE",17,64,,1,0
18,"FEMALE",16,68,1,1,0
17,"FEMALE",16,19,1,1,0
16,"FEMALE",16,18,2,1,0
16,"FEMALE",16,17,1,1,0
12,"FEMALE",16,8,1,1,0
16,"FEMALE",16,14,0,1,0
14,"FEMALE",17,30,0,1,0
12,"FEMALE",17,2,0,1,0
12,"FEMALE",16,42,1,0,0
12,"FEMALE",17,23,0,0,1
16,"FEMALE",16,78,0,0,1
16,"FEMALE",16,41,0,0,1
17,"FEMALE",16,41,0,1,0
12,"FEMALE",17,14,1,1,0
14,"FEMALE",17,6,0,0,1
16,"FEMALE",17,13,0,0,1
16,"FEMALE",17,65,0,1,0
17,"FEMALE",17,64,1,1,0
12,"FEMALE",16,32,0,1,0
12,"FEMALE",17,5,1,1,0
12,"FEMALE",16,9,0,1,0
16,"FEMALE",17,30,0,1,0
12,"FEMALE",17,55,1,0,0
12,"FEMALE",16,18,1,1,0
16,"FEMALE",17,57,0,1,0
12,"FEMALE",17,23,1,1,0
12,"FEMALE",17,12,1,1,0
16,"FEMALE",16,18,0,1,0
12,"FEMALE",16,3,0,1,0
16,"FEMALE",16,36,0,0,1
17,"FEMALE",16,23,0,1,0
16,"FEMALE",17,19,0,1,0
12,"FEMALE",16,25,0,1,0
12,"FEMALE",17,11,0,1,0
12,"FEMALE",16,40,0,0,0
15,"FEMALE",17,56,0,0,0
12,"FEMALE",16,18,0,0,1
12,"FEMALE",17,11,1,1,0
12,"FEMALE",16,13,2,1,0
12,"FEMALE",17,1,2,1,0
12,"FEMALE",16,10,2,0,1
12,"FEMALE",16,10,1,1,0
12,"FEMALE",17,13,1,1,0
12,"FEMALE",16,16,0,0,1
16,"FEMALE",17,22,0,1,0
10,"FEMALE",16,10,1,0,1
14,"FEMALE",16,63,0,0,1
16,"FEMALE",16,20,1,0,1
12,"FEMALE",16,17,0,1,0
12,"FEMALE",17,11,2,0,1
12,"FEMALE",17,26,0,0,0
12,"FEMALE",17,52,1,0,1
12,"FEMALE",16,29,0,0,0
16,"FEMALE",17,64,1,0,1
16,"FEMALE",16,28,0,1,0
16,"FEMALE",16,18,1,1,0
14,"FEMALE",16,2,0,0,1
16,"FEMALE",16,46,0,0,1
13,"FEMALE",17,10,0,0,1
16,"FEMALE",16,31,0,0,1
12,"FEMALE",16,19,0,0,1
15,"FEMALE",17,16,2,0,1
14,"FEMALE",17,23,0,0,1
12,"FEMALE",16,16,1,0,1
12,"FEMALE",16,24,1,0,1
12,"FEMALE",17,5,0,0,1
17,"FEMALE",17,13,0,0,1
16,"FEMALE",17,80,0,0,1
14,"FEMALE",17,29,1,0,1
11,"FEMALE",16,8,3,0,0
14,"FEMALE",16,16,1,0,1
17,"FEMALE",16,6,0,1,0
14,"FEMALE",16,55,0,0,0
16,"FEMALE",16,7,0,0,1
12,"FEMALE",16,4,0,0,0
14,"FEMALE",17,30,1,0,1
9,"FEMALE",17,1,1,0,1
12,"FEMALE",16,73,0,0,1
12,"FEMALE",16,13,1,0,1
16,"FEMALE",16,35,0,0,1
16,"FEMALE",16,75,0,0,1
17,"FEMALE",17,44,0,0,1
12,"FEMALE",16,1,1,0,1
14,"FEMALE",16,14,2,0,1
12,"FEMALE",16,6,0,0,1
16,"FEMALE",17,21,0,0,1
12,"FEMALE",16,9,1,0,1
14,"FEMALE",16,46,0,0,1
16,"FEMALE",17,76,0,0,1
16,"FEMALE",16,16,0,0,1
12,"FEMALE",17,10,0,0,1
12,"FEMALE",17,3,1,0,1
14,"FEMALE",16,6,1,1,0
14,"FEMALE",16,44,0,0,1
14,"FEMALE",17,9,0,0,1
12,"FEMALE",16,31,0,0,1
14,"FEMALE",17,35,1,0,1
12,"FEMALE",16,10,0,0,1
12,"FEMALE",16,27,0,0,1
16,"FEMALE",17,36,0,0,1
12,"FEMALE",17,18,1,0,1
16,"FEMALE",16,35,0,0,1
12,"FEMALE",16,11,1,0,1
16,"FEMALE",17,15,0,0,1
11,"FEMALE",16,3,0,0,1
14,"FEMALE",16,17,0,0,1
12,"FEMALE",16,35,0,1,0
12,"FEMALE",16,25,0,0,0
14,"FEMALE",16,47,0,1,0
14,"FEMALE",17,50,1,0,0
12,"FEMALE",16,71,1,1,0
13,"FEMALE",16,41,0,1,0
12,"FEMALE",16,3,0,0,0
8,"FEMALE",17,4,1,0,0
12,"FEMALE",16,25,,0,1
18,"FEMALE",16,71,0,1,0
12,"FEMALE",16,9,1,1,0
16,"FEMALE",17,76,3,1,0
15,"FEMALE",16,39,0,1,0
12,"FEMALE",17,8,0,1,0
12,"FEMALE",17,23,0,1,0
16,"FEMALE",16,23,0,0,0
14,"FEMALE",16,10,1,1,0
12,"FEMALE",16,35,1,0,0
12,"FEMALE",16,43,0,0,0
12,"FEMALE",17,3,1,1,0
16,"FEMALE",17,26,0,1,0
12,"FEMALE",16,48,0,1,0
12,"FEMALE",16,32,1,0,0
10,"FEMALE",16,11,0,1,0
12,"FEMALE",17,93,1,0,0
12,"FEMALE",16,11,1,1,0
12,"FEMALE",16,12,1,1,0
16,"FEMALE",16,17,0,1,0
16,"FEMALE",17,23,1,1,0
16,"FEMALE",16,4,3,1,0
12,"FEMALE",17,21,1,1,0
12,"FEMALE",16,5,1,1,0
12,"FEMALE",16,13,1,0,1
12,"FEMALE",17,96,2,0,0
16,"FEMALE",17,23,0,0,0
12,"FEMALE",16,28,0,0,0
12,"FEMALE",16,23,0,0,0
12,"FEMALE",16,26,,0,0
16,"FEMALE",17,86,0,0,0
12,"FEMALE",16,43,0,0,0
10,"FEMALE",16,34,0,0,1
12,"FEMALE",17,12,0,0,1
16,"FEMALE",17,39,0,0,1
16,"FEMALE",16,17,0,0,1
12,"FEMALE",16,36,0,0,1
17,"FEMALE",17,34,1,0,1
14,"FEMALE",16,18,0,0,1
16,"FEMALE",16,16,0,0,1
12,"FEMALE",16,18,2,0,1
16,"FEMALE",17,81,0,0,1
12,"FEMALE",16,16,1,0,1
12,"FEMALE",16,28,2,0,1
17,"FEMALE",16,51,0,0,1
12,"FEMALE",17,16,1,0,1
12,"FEMALE",17,13,2,0,1
16,"FEMALE",16,23,0,0,1
12,"FEMALE",16,49,1,0,1
12,"FEMALE",16,11,1,0,1
12,"FEMALE",17,16,0,0,1
18,"FEMALE",17,8,1,1,0
12,"FEMALE",16,25,1,1,0
17,"FEMALE",16,57,1,1,0
12,"FEMALE",16,34,1,1,0
17,"FEMALE",16,15,0,1,0
16,"FEMALE",16,32,0,1,0
12,"FEMALE",17,5,1,1,0
12,"FEMALE",16,32,1,0,0
16,"FEMALE",17,34,2,1,0
12,"FEMALE",17,24,2,0,0
14,"FEMALE",17,13,0,1,0
9,"FEMALE",16,10,0,0,0
12,"FEMALE",16,62,0,0,1
12,"FEMALE",17,18,2,1,0
12,"FEMALE",16,24,0,0,0
14,"FEMALE",16,39,0,0,0
12,"FEMALE",17,38,1,0,1
9,"FEMALE",17,2,1,1,0
12,"FEMALE",17,5,1,1,0
14,"FEMALE",16,35,0,1,0
12,"FEMALE",16,41,0,0,1
12,"FEMALE",17,15,0,1,0
12,"FEMALE",17,10,3,0,1
16,"FEMALE",16,70,0,0,0
12,"FEMALE",16,35,0,0,0
12,"FEMALE",17,35,1,0,0
9,"FEMALE",16,6,0,0,0
12,"FEMALE",16,14,0,0,1
18,"FEMALE",17,19,2,0,1
12,"FEMALE",16,21,2,1,0
12,"FEMALE",16,85,2,1,0
16,"FEMALE",17,55,0,1,0
18,"FEMALE",16,57,0,1,0
12,"FEMALE",16,19,1,0,1
12,"FEMALE",16,21,0,1,0
14,"FEMALE",17,39,0,1,0
18,"FEMALE",16,24,0,1,0
,"FEMALE",16,63,1,0,0
18,"FEMALE",16,77,0,0,1
16,"FEMALE",16,25,0,0,1
12,"FEMALE",17,5,0,0,1
14,"FEMALE",16,1,0,1,0
14,"FEMALE",16,21,0,1,0
12,"FEMALE",16,8,0,0,0
11,"FEMALE",17,3,0,0,1
10,"FEMALE",16,2,,1,0
9,"FEMALE",17,8,1,0,0
14,"FEMALE",16,65,0,0,0
12,"FEMALE",17,6,0,0,0
12,"FEMALE",17,29,1,0,0
16,"FEMALE",17,21,0,1,0
12,"FEMALE",16,24,0,0,1
12,"FEMALE",16,9,2,1,0
12,"FEMALE",16,2,0,1,0
12,"FEMALE",16,32,0,1,0
12,"FEMALE",16,30,0,0,1
12,"FEMALE",16,67,0,0,0
12,"FEMALE",17,8,1,0,0
12,"FEMALE",17,21,2,0,0
16,"FEMALE",17,40,0,1,0
12,"FEMALE",16,29,0,0,0
14,"FEMALE",17,29,0,0,1
17,"FEMALE",16,84,0,0,0
12,"FEMALE",16,7,0,0,1
12,"FEMALE",16,5,0,1,0
14,"FEMALE",17,18,1,1,0
16,"FEMALE",17,14,,1,0
17,"FEMALE",17,13,0,1,0
12,"FEMALE",17,6,0,0,0
12,"FEMALE",17,9,0,1,0
15,"FEMALE",16,14,1,1,0
12,"FEMALE",16,61,1,0,1
12,"FEMALE",16,37,2,0,0
8,"FEMALE",17,38,0,0,0
16,"FEMALE",17,69,0,0,1
17,"FEMALE",17,29,0,1,0
12,"FEMALE",16,15,1,1,0
14,"FEMALE",17,32,1,0,1
16,"FEMALE",16,27,1,0,1
12,"FEMALE",17,17,1,0,1
10,"FEMALE",17,7,1,0,1
16,"FEMALE",16,81,0,0,1
13,"FEMALE",17,27,0,1,0
16,"FEMALE",16,13,0,1,0
16,"FEMALE",17,80,0,0,1
18,"FEMALE",17,79,0,0,1
14,"FEMALE",17,16,2,0,1
12,"FEMALE",16,80,2,0,1
15,"FEMALE",16,25,0,0,1
12,"FEMALE",16,10,1,0,1
9,"FEMALE",16,4,0,0,1
16,"FEMALE",16,30,0,1,0
12,"FEMALE",16,1,0,0,1
16,"FEMALE",17,17,2,0,1
12,"FEMALE",16,6,1,1,0
16,"FEMALE",17,42,0,0,1
12,"FEMALE",16,4,4,0,1
12,"FEMALE",16,3,0,0,1
12,"FEMALE",16,79,0,0,0
12,"FEMALE",17,21,0,0,0
14,"FEMALE",16,76,2,0,0
12,"FEMALE",16,5,0,0,1
14,"FEMALE",16,28,1,0,1
12,"FEMALE",16,25,0,0,0
16,"FEMALE",17,93,0,0,0
12,"FEMALE",17,6,2,0,0
12,"FEMALE",16,13,0,0,0
15,"FEMALE",17,8,1,1,0
16,"FEMALE",17,41,2,1,0
12,"FEMALE",17,11,1,1,0
15,"FEMALE",17,12,0,1,0
9,"FEMALE",17,5,1,0,0
12,"FEMALE",17,22,0,1,0
16,"FEMALE",16,5,1,1,0
12,"FEMALE",17,18,1,1,0
16,"FEMALE",16,50,0,1,0
14,"FEMALE",17,67,1,0,0
12,"FEMALE",16,32,0,0,0
12,"FEMALE",17,27,3,1,0
12,"FEMALE",16,19,1,1,0
9,"FEMALE",17,8,0,0,0
12,"FEMALE",16,32,0,0,0
14,"FEMALE",16,44,0,0,0
17,"FEMALE",17,43,0,0,1
16,"FEMALE",17,42,0,0,1
12,"FEMALE",16,7,1,1,0
16,"FEMALE",16,27,0,1,0
12,"FEMALE",16,9,0,1,0
16,"FEMALE",17,9,0,1,0
12,"FEMALE",16,19,0,1,0
16,"FEMALE",17,9,2,1,0
12,"FEMALE",17,8,0,0,1
17,"FEMALE",16,63,0,0,0
16,"FEMALE",17,15,0,1,0
12,"FEMALE",17,46,1,1,0
16,"FEMALE",17,51,0,0,1
10,"FEMALE",16,1,1,0,0
14,"FEMALE",16,17,1,1,0
16,"FEMALE",16,15,0,0,1
12,"FEMALE",16,3,1,0,0
8,"FEMALE",17,61,0,0,0
12,"FEMALE",17,18,0,0,0
12,"FEMALE",17,37,1,0,0
12,"FEMALE",17,38,0,0,1
12,"FEMALE",16,13,0,0,0
9,"FEMALE",16,8,2,0,0
12,"FEMALE",17,21,0,0,0
12,"FEMALE",16,21,0,0,1
16,"FEMALE",17,42,,0,1
12,"FEMALE",16,7,0,0,1
16,"FEMALE",16,65,0,0,1
14,"FEMALE",16,26,0,1,0
14,"FEMALE",16,41,0,0,1
16,"FEMALE",17,76,0,0,0
10,"FEMALE",16,8,2,0,1
17,"FEMALE",17,13,0,0,1
13,"FEMALE",16,6,0,0,1
12,"FEMALE",16,35,0,0,0
14,"FEMALE",17,22,1,1,0
11,"FEMALE",17,33,1,0,0
16,"FEMALE",17,2,1,1,0
16,"FEMALE",16,10,,1,0
12,"FEMALE",16,11,2,0,1
13,"FEMALE",17,50,0,0,0
12,"FEMALE",16,16,0,0,0
12,"FEMALE",17,20,0,0,1
12,"FEMALE",17,52,1,0,0
10,"FEMALE",16,19,0,0,0
18,"FEMALE",17,33,0,0,0
12,"FEMALE",17,42,1,0,0
16,"FEMALE",17,45,0,1,0
17,"FEMALE",17,17,1,1,0
16,"FEMALE",16,16,0,0,0
16,"FEMALE",16,68,0,0,0
12,"FEMALE",17,31,1,0,0
16,"FEMALE",16,61,0,0,0
16,"FEMALE",16,42,0,0,0
16,"FEMALE",16,44,2,0,0
14,"FEMALE",17,32,1,0,0
17,"FEMALE",17,90,0,0,0
14,"FEMALE",16,66,0,0,1
14,"FEMALE",17,44,0,0,0
12,"FEMALE",17,13,1,0,0
12,"FEMALE",16,10,0,1,0
16,"FEMALE",16,32,0,0,1
12,"FEMALE",17,5,2,1,0
17,"FEMALE",16,88,0,0,0
12,"FEMALE",17,18,0,0,1
12,"FEMALE",17,4,1,0,1
12,"FEMALE",16,1,1,0,1
14,"FEMALE",17,87,0,0,0
16,"FEMALE",17,88,1,0,0
16,"FEMALE",17,33,2,0,0
16,"FEMALE",17,41,0,1,0
16,"FEMALE",16,86,0,0,0
16,"FEMALE",17,80,0,0,0
16,"FEMALE",17,82,0,0,0
15,"FEMALE",16,10,0,0,0
12,"FEMALE",16,7,0,0,0
16,"FEMALE",17,64,0,0,0
16,"FEMALE",16,46,0,0,0
16,"FEMALE",16,46,0,0,0
18,"FEMALE",16,53,0,0,0
17,"FEMALE",16,96,0,0,0
17,"FEMALE",17,75,0,0,0
12,"FEMALE",17,36,2,0,0
13,"FEMALE",17,26,0,0,0
12,"FEMALE",16,29,2,0,0
12,"FEMALE",16,4,0,0,0
12,"FEMALE",17,59,0,0,0
17,"FEMALE",17,23,1,1,0
10,"FEMALE",17,8,0,0,0
12,"FEMALE",16,32,2,0,0
12,"FEMALE",17,13,2,1,0
16,"FEMALE",17,16,0,1,0
12,"FEMALE",16,9,1,0,0
12,"FEMALE",16,10,0,0,1
16,"FEMALE",16,56,0,0,1
14,"FEMALE",17,14,,1,0
12,"FEMALE",17,13,1,0,1
12,"FEMALE",16,36,2,0,1
12,"FEMALE",16,19,0,1,0
12,"FEMALE",17,5,1,0,0
14,"FEMALE",16,25,1,1,0
16,"FEMALE",17,61,0,0,0
12,"FEMALE",16,21,0,0,1
16,"FEMALE",17,72,,0,1
13,"FEMALE",17,29,0,0,0
14,"FEMALE",17,75,0,0,0
13,"FEMALE",16,46,0,0,0
12,"FEMALE",17,13,0,0,0
16,"FEMALE",17,85,0,0,0
18,"FEMALE",16,81,0,0,0
16,"FEMALE",16,72,0,0,0
12,"FEMALE",16,80,0,0,0
14,"FEMALE",17,25,,0,0
12,"FEMALE",16,12,0,0,0
18,"FEMALE",17,48,0,0,0
12,"FEMALE",16,6,0,0,0
16,"FEMALE",16,56,0,0,0
10,"FEMALE",16,8,0,0,0
12,"FEMALE",16,73,1,0,0
13,"FEMALE",17,28,0,0,0
12,"FEMALE",16,21,,0,0
12,"FEMALE",17,34,0,0,0
16,"FEMALE",17,63,0,0,0
12,"FEMALE",17,16,0,0,0
12,"FEMALE",16,58,0,0,0
12,"FEMALE",17,58,0,0,0
16,"FEMALE",16,43,0,0,0
