afqt,income,educ,age,black,hisp,coll,grad,hs,max_coll,mom_hs,mom_coll,dad_hs,dad_coll,ageyears
21,9600,12,"43",0,0,0,0,1,0,1,0,1,1,43
45,40000,15,"40",0,1,1,0,1,1,1,1,0,0,40
68,63000,16,"42",0,0,1,0,1,1,1,0,1,0,42
88,20000,16,"42",0,0,1,0,1,1,1,0,1,0,42
42,265933,14,"46",0,0,0,0,1,0,1,0,1,0,46
58,69000,12,"44",0,0,0,0,0,0,1,0,1,0,44
17,58000,12,"42",0,0,0,0,1,0,0,0,1,0,42
18,62000,11,"42",0,0,0,0,0,0,1,0,1,0,42
44,45000,12,"42",0,0,0,0,1,0,1,1,1,0,42
21,13000,12,"43",0,0,0,0,1,0,0,0,0,0,43
29,16000,12,"41",0,0,0,0,1,0,0,0,0,0,41
37,40000,12,"42",0,0,0,0,0,0,1,0,1,0,42
63,55000,12,"42",0,0,0,0,1,0,0,0,1,0,42
45,68000,12,"40",0,0,0,0,1,0,1,0,1,0,40
48,35000,17,"45",0,0,1,0,1,1,1,0,1,0,45
57,26000,18,"43",0,0,1,0,1,1,1,0,0,0,43
70,45000,16,"46",0,0,1,0,1,1,1,0,1,1,46
96,68000,16,"41",0,0,1,0,1,1,1,1,1,0,41
66,48000,15,"45",0,0,0,0,1,0,1,0,0,0,45
71,32000,15,"41",0,0,0,0,1,0,1,0,1,0,41
98,64000,16,"42",0,0,1,0,1,1,1,0,1,1,42
99,74000,18,"41",0,0,1,0,1,1,1,0,1,1,41
41,20000,12,"42",0,0,0,0,1,0,1,0,1,0,42
53,24000,12,"42",0,0,0,0,1,0,1,1,1,1,42
77,68000,12,"46",0,1,0,0,1,0,1,0,1,0,46
35,600,15,"43",0,1,0,0,1,0,0,0,0,0,43
71,18000,12,"41",0,1,0,0,1,0,0,0,0,0,41
84,265933,16,"47",0,0,0,0,1,0,1,0,1,0,47
26,2600,12,"40",0,1,0,0,1,0,1,0,1,0,40
46,25000,11,"41",0,0,0,0,0,0,1,0,1,0,41
94,80000,16,"40",0,0,1,0,1,1,1,1,1,1,40
53,38000,12,"41",0,0,0,0,1,0,1,0,0,0,41
58,75000,12,"41",0,0,0,0,1,0,1,0,1,0,41
6,45000,12,"41",0,1,0,0,0,0,0,0,0,0,41
18,39000,13,"42",0,1,0,0,1,0,0,0,0,0,42
57,60000,12,"47",0,1,0,0,1,0,0,0,0,0,47
35,100000,13,"43",0,1,0,0,1,0,0,0,0,0,43
64,62469,16,"46",0,0,1,0,1,1,1,1,1,1,46
6,84000,12,"46",0,1,0,0,0,0,0,0,0,0,46
18,57000,12,"41",0,1,0,0,0,0,0,0,0,0,41
94,265933,13,"44",0,0,0,0,1,0,1,0,0,0,44
68,55000,13,"44",0,0,0,0,1,0,1,0,1,0,44
96,108000,19,"46",0,0,1,1,1,0,1,0,1,1,46
42,64000,12,"45",0,1,0,0,1,0,0,0,1,1,45
27,44000,12,"42",1,0,0,0,1,0,1,0,0,0,42
91,60000,12,"40",0,1,0,0,1,0,0,0,0,0,40
12,22000,13,"43",1,0,0,0,1,0,1,0,0,0,43
69,43700,16,"42",0,1,1,0,1,1,1,0,1,0,42
90,10000,16,"43",0,0,1,0,1,1,1,1,1,1,43
24,52000,11,"44",0,1,0,0,0,0,1,0,1,0,44
77,29000,14,"42",0,0,0,0,1,0,1,0,1,1,42
53,75000,15,"46",0,0,0,0,1,0,0,0,0,0,46
77,64000,15,"40",0,0,0,0,1,0,1,0,1,0,40
59,48000,12,"40",0,0,0,0,1,0,1,0,1,0,40
65,35000,12,"43",0,0,0,0,1,0,1,0,1,0,43
80,12000,14,"41",0,0,0,0,1,0,1,0,1,0,41
42,20000,12,"43",0,0,0,0,1,0,1,0,1,0,43
71,32710,12,"40",0,0,0,0,1,0,1,0,1,1,40
46,39000,12,"40",0,0,0,0,1,0,0,0,1,1,40
46,85000,13,"43",0,0,0,0,1,0,1,0,1,0,43
39,265933,13,"41",0,0,0,0,1,0,1,0,1,0,41
22,70000,9,"41",0,1,0,0,0,0,1,0,0,0,41
9,48000,9,"40",0,1,0,0,0,0,1,0,0,0,40
32,6000,12,"40",0,1,0,0,0,0,0,0,0,0,40
74,25000,15,"42",0,1,0,0,1,0,0,0,0,0,42
44,17000,12,"42",0,0,0,0,0,0,0,0,0,0,42
27,30000,12,"43",0,1,0,0,1,0,0,0,0,0,43
42,50000,14,"41",0,1,0,0,1,0,0,0,0,0,41
18,27000,13,"47",0,1,0,0,0,0,0,0,0,0,47
97,135000,17,"47",0,0,1,1,1,0,1,0,1,1,47
87,265933,18,"47",0,0,1,1,1,0,1,1,1,1,47
80,66000,17,"41",0,0,1,0,1,1,1,0,1,0,41
16,37000,11,"43",0,0,0,0,0,0,1,0,0,0,43
86,50000,12,"42",0,0,0,0,1,0,0,0,1,0,42
22,45000,12,"41",0,0,0,0,1,0,1,0,1,0,41
21,25000,12,"45",0,0,0,0,0,0,0,0,0,0,45
13,20000,12,"41",0,0,0,0,1,0,0,0,0,0,41
95,112000,18,"43",0,0,1,1,1,0,1,0,1,0,43
40,35000,12,"43",0,0,0,0,1,0,1,0,1,0,43
32,17000,12,"41",0,0,0,0,1,0,1,0,1,0,41
7,10000,12,"44",0,0,0,0,1,0,0,0,0,0,44
42,38000,13,"42",0,0,0,0,1,0,0,0,0,0,42
8,33000,12,"40",0,0,0,0,1,0,0,0,0,0,40
47,26400,12,"44",0,0,0,0,1,0,1,0,1,0,44
84,72000,14,"45",0,0,0,0,1,0,1,0,1,0,45
27,30000,12,"45",0,0,0,0,1,0,0,0,0,0,45
66,41000,13,"46",0,0,0,0,1,0,1,0,1,0,46
63,48500,12,"44",0,0,0,0,1,0,1,0,1,0,44
67,42000,12,"42",0,0,0,0,1,0,1,0,0,0,42
90,46000,19,"47",0,0,1,1,1,0,1,1,1,1,47
65,75000,19,"41",0,0,1,0,1,1,1,1,1,1,41
18,48000,12,"43",0,0,0,0,1,0,1,0,1,0,43
70,60000,12,"44",0,0,0,0,1,0,1,0,1,0,44
47,36000,14,"41",0,0,0,0,1,0,1,0,1,0,41
35,46000,16,"41",0,0,1,0,1,1,0,0,1,1,41
67,25000,12,"43",0,0,0,0,1,0,1,0,1,0,43
90,46000,16,"43",0,0,1,0,1,1,1,0,1,0,43
33,6000,12,"42",0,0,0,0,1,0,0,0,0,0,42
64,83000,16,"42",0,0,1,0,1,1,1,0,1,1,42
84,36000,14,"42",0,0,0,0,1,0,1,0,1,1,42
10,49000,12,"45",0,0,0,0,1,0,1,0,1,0,45
74,40000,15,"44",0,0,0,0,1,0,1,0,1,0,44
28,32000,12,"44",0,0,0,0,0,0,0,0,0,0,44
55,91000,12,"47",0,0,0,0,1,0,1,0,1,1,47
67,68700,12,"43",0,0,0,0,1,0,1,0,1,0,43
39,33000,12,"47",0,0,0,0,1,0,1,0,0,0,47
84,35000,12,"43",0,0,0,0,1,0,1,1,1,0,43
44,63000,12,"40",0,0,0,0,1,0,1,0,1,0,40
66,41000,12,"40",0,0,0,0,1,0,1,0,1,0,40
31,100000,12,"41",0,0,0,0,1,0,1,0,1,0,41
90,53000,14,"46",0,0,0,0,1,0,1,0,0,0,46
18,48000,12,"44",0,0,0,0,1,0,1,1,1,1,44
16,43000,13,"41",0,0,0,0,1,0,1,0,0,0,41
42,91000,12,"44",0,0,0,0,1,0,1,0,1,0,44
80,73000,16,"40",0,0,1,0,1,1,1,0,1,1,40
75,75000,16,"42",0,0,1,0,1,1,1,1,1,0,42
80,120000,14,"42",0,0,0,0,1,0,1,0,1,0,42
78,115000,19,"47",0,0,1,0,1,1,1,1,1,1,47
73,27000,12,"44",0,0,0,0,1,0,1,0,1,0,44
63,26000,12,"44",0,0,0,0,1,0,1,0,0,0,44
18,22000,12,"39",0,0,0,0,1,0,1,0,0,0,39
17,49000,12,"40",0,0,0,0,1,0,1,0,1,0,40
93,45000,15,"44",0,0,1,0,1,1,1,1,1,1,44
95,137000,20,"45",0,0,1,1,1,0,1,1,1,0,45
1,46000,11,"41",0,0,0,0,0,0,1,0,1,0,41
15,30000,12,"40",0,0,0,0,1,0,1,0,1,0,40
54,265933,12,"41",0,0,0,0,1,0,1,0,1,0,41
52,45000,16,"44",0,0,1,0,1,1,0,0,0,0,44
93,140000,18,"42",0,0,1,1,1,0,1,0,1,1,42
71,11654,14,"42",0,0,0,0,1,0,1,0,1,0,42
57,23000,14,"41",0,0,0,0,1,0,1,0,1,0,41
87,49000,17,"46",0,0,1,0,1,1,0,0,1,0,46
32,21000,12,"40",0,0,0,0,1,0,1,0,0,0,40
68,49000,13,"47",0,0,0,0,1,0,1,0,1,0,47
93,69000,16,"45",0,0,1,0,1,1,0,0,1,0,45
7,16000,11,"40",0,0,0,0,0,0,1,0,0,0,40
71,25000,12,"46",0,0,0,0,1,0,1,0,1,0,46
57,125000,16,"43",0,0,1,0,1,1,1,0,1,0,43
10,16500,12,"41",0,0,0,0,0,0,0,0,1,0,41
42,42000,12,"41",0,0,0,0,1,0,1,0,1,0,41
78,60400,12,"47",0,0,0,0,1,0,0,0,1,0,47
70,4800,12,"45",0,0,0,0,1,0,0,0,0,0,45
58,35000,12,"44",0,0,0,0,1,0,0,0,0,0,44
52,27500,12,"40",0,0,0,0,1,0,1,0,1,0,40
45,27600,12,"45",0,0,0,0,1,0,1,0,1,0,45
53,41500,12,"44",0,0,0,0,1,0,1,0,1,0,44
17,43000,12,"42",0,0,0,0,1,0,1,0,1,0,42
13,32000,12,"40",0,0,0,0,0,0,1,0,1,0,40
3,15000,9,"41",0,0,0,0,0,0,0,0,0,0,41
70,45000,12,"46",0,0,0,0,1,0,1,0,1,0,46
29,27800,12,"45",0,0,0,0,1,0,1,0,1,0,45
97,49000,12,"46",0,0,0,0,1,0,1,0,0,0,46
87,80000,12,"45",0,0,0,0,1,0,1,0,0,0,45
52,40000,12,"46",0,0,0,0,1,0,1,0,1,0,46
96,110000,19,"42",0,0,1,1,1,0,0,0,1,0,42
18,26000,12,"43",0,0,0,0,1,0,1,0,1,0,43
25,54000,12,"42",0,0,0,0,1,0,1,0,1,0,42
8,25000,12,"44",0,0,0,0,1,0,0,0,0,0,44
15,42000,12,"43",0,0,0,0,1,0,1,0,0,0,43
15,33000,12,"42",0,0,0,0,0,0,0,0,0,0,42
64,57000,12,"42",0,0,0,0,1,0,1,0,1,1,42
15,7000,16,"39",0,0,1,0,1,1,1,0,1,0,39
37,33000,12,"43",0,0,0,0,1,0,0,0,1,0,43
93,50000,16,"44",0,0,1,0,1,1,1,0,1,0,44
57,40000,13,"46",0,0,0,0,1,0,1,0,1,0,46
85,33000,14,"43",0,0,0,0,1,0,1,0,1,0,43
74,21000,15,"41",0,0,0,0,1,0,0,0,1,1,41
39,26500,12,"46",0,0,0,0,1,0,0,0,0,0,46
64,83000,16,"45",1,0,1,0,1,1,1,0,0,0,45
3,15000,7,"40",0,0,0,0,0,0,0,0,0,0,40
41,25000,14,"46",0,0,0,0,1,0,1,0,0,0,46
86,60000,16,"44",0,0,1,0,1,1,1,0,1,0,44
63,48000,13,"42",1,0,0,0,1,0,1,0,1,0,42
72,40000,16,"42",1,0,1,0,1,1,1,0,1,0,42
23,26000,16,"43",1,0,1,0,1,1,1,0,1,0,43
31,66000,14,"41",0,0,0,0,1,0,1,0,0,0,41
59,52000,12,"43",0,0,0,0,1,0,1,0,0,0,43
54,40000,16,"40",0,0,0,0,1,0,1,0,1,1,40
41,40000,12,"43",0,0,0,0,1,0,0,0,0,0,43
56,52000,14,"45",0,0,0,0,1,0,1,0,1,0,45
71,45000,14,"44",0,0,0,0,1,0,1,1,1,1,44
50,65000,15,"42",0,0,1,0,1,1,1,1,1,1,42
40,89000,13,"43",0,0,0,0,1,0,1,0,1,0,43
71,40000,16,"42",0,0,1,0,1,1,1,0,1,0,42
41,50000,12,"47",0,0,0,0,1,0,0,0,0,0,47
10,28000,9,"41",0,0,0,0,0,0,0,0,0,0,41
79,36000,16,"42",0,0,1,0,1,1,1,0,1,0,42
59,60000,14,"41",0,0,0,0,1,0,0,0,1,0,41
21,19400,12,"42",1,0,0,0,1,0,1,0,1,0,42
16,29120,13,"41",1,0,0,0,1,0,1,0,1,0,41
47,54000,12,"44",0,0,0,0,1,0,1,0,0,0,44
48,67000,16,"40",0,0,1,0,1,1,1,0,1,1,40
99,78552,16,"46",0,0,1,0,1,1,1,0,0,0,46
97,48000,16,"46",0,0,1,0,1,1,1,0,1,1,46
39,58000,12,"42",0,0,0,0,1,0,0,0,0,0,42
30,30000,12,"44",0,0,0,0,1,0,1,0,1,0,44
36,55000,16,"40",0,0,1,0,1,1,1,0,1,1,40
90,50000,16,"43",0,0,1,0,1,1,1,0,1,1,43
98,110000,16,"42",0,0,1,0,1,1,1,0,0,0,42
61,32000,12,"47",0,0,0,0,1,0,1,0,1,0,47
1,5000,11,"41",1,0,0,0,0,0,0,0,0,0,41
3,38000,12,"40",0,0,0,0,0,0,0,0,0,0,40
48,40000,15,"42",1,0,0,0,1,0,1,0,0,0,42
35,17000,12,"45",1,0,0,0,1,0,1,0,0,0,45
4,26000,12,"43",1,0,0,0,1,0,0,0,0,0,43
89,71000,16,"41",0,0,1,0,1,1,0,0,0,0,41
93,82000,16,"40",0,0,1,0,1,1,1,1,1,1,40
87,87000,17,"43",0,0,1,0,1,1,1,1,1,1,43
11,25000,12,"43",0,0,0,0,0,0,0,0,0,0,43
75,45000,12,"47",0,0,0,0,1,0,0,0,0,0,47
63,30000,9,"45",0,0,0,0,0,0,1,0,1,0,45
27,110000,16,"40",0,0,1,0,1,1,1,0,1,0,40
27,41000,12,"43",0,0,0,0,1,0,0,0,1,0,43
55,17000,12,"41",0,0,0,0,1,0,0,0,1,0,41
68,32121,16,"46",0,0,0,0,1,0,0,0,1,0,46
99,65700,17,"41",0,0,1,0,1,1,0,0,1,0,41
75,24000,15,"45",0,0,0,0,1,0,1,1,1,0,45
29,35000,10,"44",0,0,0,0,0,0,0,0,0,0,44
74,50000,13,"47",0,0,0,0,1,0,1,0,0,0,47
92,60000,17,"47",0,0,1,0,1,1,1,0,0,0,47
77,22000,12,"43",0,0,0,0,1,0,0,0,1,0,43
77,58800,14,"43",0,0,0,0,1,0,1,0,1,0,43
54,8000,15,"43",0,0,0,0,1,0,1,0,1,0,43
13,41000,14,"42",0,0,0,0,1,0,1,0,1,0,42
21,35000,12,"42",1,0,0,0,1,0,0,0,0,0,42
1,60000,10,"41",1,0,0,0,0,0,1,0,0,0,41
12,33000,16,"40",1,0,0,0,1,0,0,0,0,0,40
12,12000,9,"45",1,0,0,0,0,0,0,0,0,0,45
2,55000,12,"42",1,0,0,0,0,0,1,0,0,0,42
27,30000,12,"41",0,0,0,0,1,0,1,0,1,0,41
68,43000,16,"44",0,0,1,0,1,1,1,0,1,1,44
63,47000,12,"40",0,0,0,0,1,0,1,0,0,0,40
18,18000,12,"41",0,0,0,0,1,0,0,0,1,0,41
46,37000,15,"40",0,0,0,0,1,0,0,0,1,0,40
67,22000,12,"42",0,0,0,0,1,0,1,0,1,0,42
32,60000,14,"43",0,1,0,0,1,0,0,0,0,0,43
74,65000,14,"44",0,1,0,0,1,0,1,0,1,0,44
62,68000,15,"43",0,1,0,0,1,0,1,0,0,0,43
21,25000,11,"44",0,0,0,0,0,0,0,0,0,0,44
35,35000,12,"47",0,0,0,0,1,0,1,0,1,0,47
4,13000,11,"45",0,0,0,0,0,0,0,0,0,0,45
25,42000,12,"46",0,0,0,0,1,0,1,1,1,0,46
86,57000,14,"42",0,0,0,0,1,0,1,0,1,0,42
26,40000,13,"47",0,0,0,0,1,0,1,0,1,0,47
13,50000,10,"42",0,0,0,0,0,0,1,0,0,0,42
43,28900,12,"45",0,0,0,0,1,0,0,0,0,0,45
66,42500,15,"42",0,0,0,0,1,0,0,0,1,0,42
6,32000,12,"44",0,0,0,0,1,0,1,0,0,0,44
34,35000,12,"41",0,0,0,0,1,0,1,0,0,0,41
89,72000,17,"42",0,0,1,0,1,1,1,0,1,1,42
66,45000,12,"42",0,0,0,0,1,0,1,0,1,1,42
43,27000,14,"41",0,0,0,0,1,0,0,0,0,0,41
12,9000,12,"46",0,0,0,0,1,0,1,0,0,0,46
67,19240,12,"45",0,0,0,0,1,0,1,0,1,0,45
45,8000,12,"45",0,0,0,0,1,0,1,0,0,0,45
98,30210,15,"46",0,0,0,0,1,0,1,0,1,0,46
95,25000,19,"40",0,0,0,0,1,0,1,0,1,0,40
14,30000,10,"42",0,0,0,0,0,0,1,0,1,0,42
87,265933,16,"41",0,0,1,0,1,1,1,0,1,1,41
59,41000,12,"41",0,0,0,0,1,0,1,0,0,0,41
65,42000,12,"42",0,0,0,0,1,0,0,0,1,0,42
59,32000,15,"40",0,0,0,0,1,0,1,1,1,1,40
61,10000,12,"42",0,0,0,0,1,0,0,0,0,0,42
19,29000,8,"44",0,0,0,0,0,0,0,0,0,0,44
72,30000,13,"45",0,0,0,0,1,0,1,0,1,0,45
64,42000,16,"41",0,0,1,0,1,1,1,0,1,0,41
58,20000,12,"41",0,0,0,0,1,0,1,0,1,0,41
82,75000,16,"47",0,0,1,0,1,1,1,0,1,1,47
41,28600,12,"46",0,0,0,0,1,0,1,0,1,0,46
90,80000,17,"42",0,0,1,0,1,1,1,1,1,1,42
68,19000,12,"43",0,0,0,0,1,0,0,0,1,0,43
53,45000,12,"42",0,0,0,0,1,0,0,0,0,0,42
96,71972,14,"45",0,0,0,0,1,0,1,0,1,1,45
86,70000,16,"43",0,0,1,0,1,1,1,0,1,1,43
15,15000,12,"40",0,0,0,0,1,0,1,0,1,0,40
64,34000,12,"41",0,0,0,0,1,0,1,0,1,0,41
63,42000,12,"40",0,0,0,0,1,0,1,0,1,0,40
76,16000,14,"47",0,0,0,0,1,0,1,0,1,0,47
88,89000,18,"41",0,0,1,1,1,0,1,0,1,1,41
54,50000,12,"45",0,0,0,0,1,0,1,0,1,0,45
47,70000,17,"41",0,0,1,0,1,1,1,0,0,0,41
8,90000,12,"40",0,0,0,0,1,0,1,0,1,0,40
27,32200,12,"47",0,0,0,0,1,0,1,0,1,0,47
38,12000,12,"46",0,0,0,0,1,0,1,0,1,0,46
29,34000,12,"44",0,0,0,0,1,0,1,0,1,0,44
27,26600,12,"42",0,0,0,0,1,0,1,0,1,0,42
99,57000,12,"43",0,0,0,0,1,0,1,0,0,0,43
73,99000,16,"42",0,0,1,0,1,1,0,0,0,0,42
18,20000,12,"40",0,0,0,0,1,0,0,0,0,0,40
29,48000,12,"39",1,0,0,0,1,0,1,0,0,0,39
7,40000,12,"43",0,0,0,0,1,0,1,0,1,0,43
74,37000,16,"45",0,0,1,0,1,1,1,0,1,1,45
71,38000,12,"43",0,0,0,0,0,0,1,0,0,0,43
86,89157,16,"40",0,0,1,0,1,1,1,0,1,0,40
90,36000,14,"47",0,0,0,0,1,0,1,0,0,0,47
66,52900,16,"42",0,0,1,0,1,1,1,0,1,0,42
40,19000,12,"42",0,0,0,0,1,0,0,0,0,0,42
81,7000,12,"41",0,0,0,0,1,0,1,0,1,0,41
13,22900,12,"43",0,0,0,0,1,0,1,0,1,0,43
95,25000,12,"42",0,0,0,0,1,0,1,0,1,0,42
42,31000,12,"42",0,0,0,0,1,0,0,0,0,0,42
12,30079,12,"43",0,0,0,0,0,0,0,0,0,0,43
6,20000,12,"40",0,0,0,0,1,0,0,0,0,0,40
43,50000,12,"43",0,0,0,0,1,0,0,0,0,0,43
5,30000,7,"43",0,0,0,0,0,0,0,0,0,0,43
91,96500,20,"40",0,0,1,1,1,0,1,0,0,0,40
4,72000,15,"41",0,0,0,0,1,0,1,0,1,0,41
40,51000,12,"42",0,0,0,0,1,0,0,0,0,0,42
16,16952,12,"44",0,0,0,0,1,0,1,0,1,0,44
8,21000,12,"40",0,0,0,0,1,0,0,0,1,0,40
55,45000,13,"40",0,0,0,0,1,0,0,0,0,0,40
82,22000,12,"43",0,0,0,0,1,0,1,0,0,0,43
26,20000,12,"40",0,0,0,0,1,0,1,0,0,0,40
79,38300,13,"46",0,0,0,0,1,0,0,0,1,0,46
20,42000,12,"44",0,0,0,0,1,0,0,0,1,0,44
71,74000,14,"46",0,0,0,0,1,0,1,0,0,0,46
70,78000,14,"46",0,0,0,0,1,0,0,0,1,0,46
66,50000,17,"41",0,0,1,0,1,1,1,0,1,0,41
67,47000,13,"44",0,0,0,0,1,0,1,0,1,0,44
35,23000,12,"40",0,0,0,0,1,0,1,0,1,0,40
99,78000,16,"42",0,0,1,0,1,1,1,0,1,0,42
87,60000,17,"42",0,0,1,1,1,0,1,1,1,1,42
55,32000,14,"44",0,1,0,0,1,0,0,0,0,0,44
99,34300,17,"44",0,1,1,0,1,1,0,0,1,0,44
57,33000,12,"43",0,1,0,0,1,0,0,0,1,0,43
5,4000,12,"42",0,1,0,0,0,0,0,0,0,0,42
10,19000,9,"44",0,1,0,0,0,0,0,0,0,0,44
22,20000,12,"42",0,1,0,0,1,0,0,0,0,0,42
3,13300,9,"41",0,1,0,0,0,0,0,0,0,0,41
1,14000,8,"47",0,1,0,0,0,0,0,0,0,0,47
15,14000,12,"43",0,1,0,0,0,0,0,0,0,0,43
3,24000,4,"46",0,1,0,0,0,0,0,0,0,0,46
4,18000,10,"45",0,1,0,0,0,0,0,0,0,0,45
3,31000,12,"40",0,1,0,0,1,0,0,0,0,0,40
84,36000,20,"45",0,0,1,1,1,0,1,0,1,0,45
93,55000,17,"45",0,0,1,0,1,1,1,0,1,0,45
78,28000,14,"45",0,1,0,0,1,0,0,0,0,0,45
8,14700,13,"45",0,1,0,0,1,0,0,0,0,0,45
59,24000,15,"46",0,1,1,0,1,1,0,0,0,0,46
32,47000,14,"40",0,1,0,0,1,0,0,0,1,0,40
81,109000,16,"46",0,1,1,0,1,1,0,0,0,0,46
57,95000,16,"44",0,1,1,0,1,1,0,0,0,0,44
8,22000,12,"40",0,1,0,0,1,0,0,0,0,0,40
14,28000,12,"44",0,1,0,0,1,0,0,0,0,0,44
34,28611,12,"45",0,0,0,0,1,0,0,0,0,0,45
13,43000,12,"40",1,0,0,0,1,0,0,0,0,0,40
92,50000,16,"43",0,0,1,0,1,1,1,0,1,0,43
8,24000,9,"44",1,0,0,0,0,0,0,0,1,0,44
9,58000,12,"46",1,0,0,0,1,0,1,0,0,0,46
16,70000,13,"44",1,0,0,0,1,0,1,0,0,0,44
77,265933,18,"41",0,0,1,1,1,0,1,0,1,1,41
90,9199,14,"40",0,0,0,0,1,0,1,0,0,0,40
53,55000,10,"45",0,0,0,0,0,0,0,0,0,0,45
42,33000,12,"42",0,0,0,0,1,0,0,0,0,0,42
9,35000,12,"46",1,0,0,0,1,0,0,0,0,0,46
25,15000,13,"44",1,0,0,0,1,0,0,0,0,0,44
63,33000,12,"45",0,0,0,0,1,0,0,0,1,0,45
15,15000,9,"47",0,0,0,0,0,0,0,0,0,0,47
17,17000,11,"47",1,0,0,0,0,0,0,0,0,0,47
36,26000,12,"40",0,0,0,0,1,0,1,0,1,0,40
10,21000,12,"46",1,0,0,0,0,0,0,0,0,0,46
40,68000,14,"41",0,0,0,0,1,0,1,0,1,0,41
8,31000,14,"40",0,0,0,0,1,0,0,0,0,0,40
13,21000,12,"41",1,0,0,0,1,0,1,0,1,1,41
33,30000,14,"43",1,0,0,0,1,0,0,0,0,0,43
85,60000,14,"47",0,0,0,0,1,0,0,0,0,0,47
12,40000,12,"43",0,0,0,0,1,0,0,0,0,0,43
3,26000,12,"40",0,0,0,0,1,0,0,0,0,0,40
1,80000,12,"39",0,0,0,0,0,0,1,0,0,0,39
74,24000,12,"41",0,0,0,0,1,0,0,0,0,0,41
5,25000,12,"42",1,0,0,0,1,0,0,0,0,0,42
5,60000,12,"45",1,0,0,0,1,0,0,0,0,0,45
4,3000,12,"44",1,0,0,0,1,0,1,0,0,0,44
98,4000,18,"43",0,0,1,1,1,0,1,0,1,0,43
84,46000,13,"42",0,0,0,0,1,0,0,0,1,0,42
55,58000,12,"40",0,0,0,0,1,0,1,0,0,0,40
18,56000,11,"41",0,0,0,0,0,0,0,0,0,0,41
19,15000,12,"41",0,0,0,0,1,0,0,0,1,0,41
89,60000,16,"45",0,0,1,0,1,1,1,0,1,0,45
16,70000,12,"44",0,0,0,0,1,0,0,0,1,0,44
86,70000,14,"47",0,0,0,0,1,0,1,0,1,0,47
55,24000,12,"41",0,0,0,0,1,0,0,0,1,0,41
26,30000,12,"41",0,0,0,0,0,0,1,0,0,0,41
94,68000,16,"43",0,0,1,0,1,1,1,0,0,0,43
85,69000,13,"46",0,0,0,0,1,0,1,0,0,0,46
80,85000,14,"47",0,0,0,0,1,0,1,1,1,0,47
99,55000,20,"42",0,0,1,1,1,0,1,1,1,1,42
96,265933,18,"40",0,0,1,1,1,0,1,1,1,1,40
42,33000,12,"46",0,0,0,0,1,0,1,0,1,0,46
68,38000,13,"42",0,0,0,0,1,0,0,0,0,0,42
80,37000,12,"41",0,0,0,0,1,0,1,0,1,0,41
99,124000,17,"41",0,0,1,1,1,0,1,0,1,0,41
50,90000,13,"42",0,0,0,0,1,0,0,0,1,0,42
59,92000,16,"47",0,0,1,0,1,1,1,0,1,1,47
78,72000,17,"43",0,0,1,1,1,0,1,0,1,1,43
46,70000,18,"41",0,0,1,1,1,0,1,0,1,1,41
99,79000,20,"42",0,0,1,1,1,0,1,0,1,0,42
4,33000,9,"44",0,1,0,0,0,0,0,0,1,0,44
30,30000,12,"42",0,0,0,0,1,0,1,0,0,0,42
34,75000,12,"41",0,0,0,0,1,0,0,0,0,0,41
99,265933,19,"44",0,0,1,1,1,0,1,1,1,1,44
48,265933,16,"40",0,0,1,0,1,1,1,1,1,1,40
92,265933,18,"42",0,0,1,1,1,0,1,1,1,1,42
91,140000,16,"42",0,0,1,0,1,1,1,1,1,1,42
89,74000,19,"42",0,0,1,1,1,0,1,1,1,1,42
85,265933,16,"42",0,0,1,0,1,1,0,0,1,1,42
29,12000,12,"42",0,1,0,0,1,0,0,0,1,0,42
99,24000,20,"46",0,0,1,1,1,0,1,1,1,0,46
50,35000,12,"43",0,0,0,0,1,0,1,0,1,0,43
32,58000,12,"40",0,0,0,0,1,0,1,0,1,0,40
54,50000,12,"42",0,0,0,0,1,0,1,0,1,0,42
97,58000,15,"46",0,0,1,0,1,1,1,1,1,1,46
91,265933,20,"39",0,0,1,1,1,0,1,0,1,1,39
49,24000,12,"42",1,0,0,0,1,0,1,1,0,0,42
61,35000,13,"42",0,0,0,0,1,0,1,0,1,0,42
74,42000,16,"41",0,0,1,0,1,1,1,0,1,1,41
22,20000,10,"45",1,0,0,0,0,0,1,0,1,0,45
39,85000,10,"42",0,0,0,0,0,0,0,0,1,0,42
55,92000,16,"42",0,0,1,0,1,1,1,0,1,1,42
79,60000,20,"41",0,0,1,0,1,1,1,0,1,0,41
80,92000,16,"40",0,0,1,0,1,1,1,0,1,1,40
67,130000,16,"43",0,0,1,0,1,1,1,0,1,1,43
68,60000,16,"42",0,0,1,0,1,1,1,1,1,1,42
21,71000,10,"41",0,0,0,0,0,0,1,0,1,0,41
92,35000,14,"41",0,0,0,0,1,0,1,0,1,0,41
57,52000,12,"40",0,0,0,0,1,0,1,0,1,0,40
29,50000,12,"41",0,0,0,0,1,0,1,0,1,0,41
99,66000,20,"46",0,0,1,1,1,0,1,1,1,0,46
46,16328,13,"42",0,0,0,0,1,0,1,0,1,0,42
97,265933,16,"43",0,0,1,0,1,1,1,0,1,1,43
81,93000,16,"41",0,0,1,0,1,1,1,0,1,1,41
79,85000,16,"44",0,0,1,0,1,1,1,0,1,0,44
96,62000,19,"40",0,0,1,1,1,0,1,0,0,0,40
62,265933,12,"45",0,0,0,0,1,0,1,0,0,0,45
77,50000,14,"45",0,0,0,0,1,0,1,0,1,0,45
