afqt,income,educ,age,black,hisp,coll,grad,hs,max_coll,mom_hs,mom_coll,dad_hs,dad_coll,ageyears
70,65500,12,"45",0,0,0,0,1,0,0,0,0,0,45
73,38000,12,"43",0,0,0,0,1,0,0,0,0,0,43
73,43000,13,"45",0,0,0,0,1,0,0,0,0,0,45
4,43000,9,"40",0,1,0,0,0,0,0,0,0,0,40
84,83000,16,"43",0,0,1,0,1,1,1,0,1,0,43
23,85000,13,"40",0,0,0,0,1,0,0,0,0,0,40
81,38700,12,"44",1,0,0,0,1,0,1,1,1,0,44
81,265933,18,"47",1,0,1,0,1,1,1,0,1,0,47
73,65000,12,"45",0,0,0,0,1,0,1,0,1,0,45
69,55000,12,"44",0,0,0,0,1,0,0,0,0,0,44
8,60000,8,"44",0,0,0,0,0,0,0,0,0,0,44
67,50000,12,"45",0,0,0,0,1,0,1,0,1,0,45
15,28000,12,"40",0,0,0,0,1,0,1,0,0,0,40
21,50000,12,"47",0,0,0,0,1,0,1,0,1,0,47
18,265933,14,"45",0,0,0,0,1,0,1,0,1,0,45
95,265933,16,"47",0,0,1,0,1,1,1,1,1,1,47
19,65000,12,"47",1,0,0,0,1,0,1,0,1,0,47
35,27000,12,"40",0,0,0,0,1,0,0,0,0,0,40
89,265933,16,"44",0,0,1,0,1,1,0,0,1,0,44
97,25000,15,"45",0,0,0,0,1,0,1,0,0,0,45
30,128000,16,"41",0,0,1,0,1,1,1,0,0,0,41
35,48000,12,"47",0,0,0,0,1,0,1,0,1,0,47
96,70000,15,"44",0,0,0,0,1,0,0,0,0,0,44
1,29380,10,"41",0,0,0,0,0,0,0,0,0,0,41
7,1000,10,"40",0,0,0,0,0,0,0,0,0,0,40
67,72000,12,"47",0,0,0,0,1,0,0,0,0,0,47
87,48000,14,"45",0,0,0,0,1,0,1,0,0,0,45
76,48900,12,"42",0,0,0,0,1,0,1,0,0,0,42
17,32000,12,"43",0,0,0,0,1,0,0,0,0,0,43
15,16000,12,"43",0,0,0,0,1,0,1,0,1,0,43
57,45000,12,"43",0,0,0,0,1,0,1,0,1,0,43
86,70000,18,"45",0,0,1,1,1,0,1,0,1,0,45
53,68000,13,"46",0,0,0,0,1,0,1,0,1,0,46
89,70000,16,"42",0,0,1,0,1,1,1,0,1,0,42
99,95000,18,"40",0,0,1,1,1,0,1,1,1,1,40
80,140000,18,"45",0,0,1,0,1,1,1,0,1,0,45
65,50000,15,"44",0,0,1,1,1,0,1,0,1,1,44
35,9000,15,"40",0,0,0,0,1,0,1,0,1,1,40
99,54000,16,"43",0,0,1,0,1,1,1,0,1,1,43
98,100000,19,"46",0,0,1,0,1,1,1,0,1,1,46
99,265933,18,"41",0,0,1,1,1,0,1,1,1,1,41
98,110000,20,"43",0,0,1,1,1,0,1,1,1,1,43
13,67000,12,"44",1,0,0,0,1,0,0,0,1,0,44
99,265933,19,"46",0,0,1,1,1,0,1,1,1,1,46
99,265933,20,"45",0,0,1,1,1,0,1,0,0,0,45
35,30000,12,"46",1,0,0,0,0,0,0,0,1,0,46
78,69000,12,"44",0,0,0,0,1,0,1,0,1,0,44
28,50000,12,"43",0,0,0,0,0,0,1,0,0,0,43
74,44000,12,"44",0,0,0,0,1,0,1,0,1,0,44
72,62000,12,"45",0,0,0,0,1,0,1,0,1,0,45
28,52000,12,"42",0,0,0,0,1,0,0,0,0,0,42
58,40000,12,"46",0,0,0,0,1,0,1,0,0,0,46
92,120000,16,"45",0,0,1,0,1,1,0,0,1,0,45
59,43000,12,"41",0,0,0,0,1,0,1,0,1,0,41
70,38000,12,"40",0,0,0,0,1,0,1,0,1,0,40
62,37648,12,"47",0,0,0,0,1,0,1,0,1,1,47
68,62000,14,"43",0,0,0,0,1,0,1,0,1,1,43
88,120000,17,"45",0,0,1,1,1,0,1,0,1,1,45
66,265933,17,"41",0,0,1,0,1,1,0,0,1,1,41
65,105000,20,"40",0,0,1,0,1,1,1,0,1,1,40
8,60000,10,"41",0,0,0,0,0,0,0,0,1,0,41
57,23400,14,"47",0,0,0,0,1,0,1,0,0,0,47
69,22000,12,"43",0,0,0,0,1,0,1,0,0,0,43
59,32000,17,"43",1,0,0,0,1,0,1,0,1,0,43
93,41000,19,"43",0,0,1,1,1,0,1,0,1,0,43
42,39600,12,"43",0,0,0,0,1,0,1,0,0,0,43
35,75000,12,"42",0,0,0,0,1,0,1,0,0,0,42
81,50000,12,"41",0,0,0,0,1,0,1,0,0,0,41
91,8000,13,"43",0,0,0,0,1,0,1,0,1,1,43
99,110000,20,"44",0,0,1,1,1,0,1,1,1,1,44
96,66000,18,"41",0,0,1,1,1,0,1,1,1,1,41
89,28000,13,"46",0,0,0,0,1,0,1,0,1,1,46
12,12000,9,"43",1,0,0,0,0,0,0,0,0,0,43
97,92000,16,"44",0,0,1,0,1,1,1,0,0,0,44
21,56000,11,"44",0,1,0,0,0,0,0,0,0,0,44
78,8000,12,"42",0,1,0,0,1,0,1,0,1,0,42
79,60000,16,"43",0,0,1,0,1,1,1,0,1,0,43
80,56000,12,"47",0,0,0,0,1,0,1,0,1,0,47
56,26000,13,"42",0,1,0,0,1,0,0,0,1,0,42
29,60000,13,"43",0,1,0,0,1,0,0,0,1,1,43
42,115000,15,"41",0,0,0,0,1,0,0,0,0,0,41
94,136000,16,"47",0,0,1,0,1,1,1,0,1,0,47
92,125000,20,"43",0,0,1,1,1,0,1,0,1,0,43
17,30000,15,"47",1,0,0,0,1,0,1,0,1,0,47
18,30000,12,"41",1,0,0,0,1,0,1,0,1,0,41
17,96000,12,"45",1,0,0,0,1,0,1,0,1,0,45
16,100000,13,"39",0,0,0,0,1,0,0,0,1,0,39
25,40000,13,"45",0,0,0,0,1,0,0,0,0,0,45
13,42000,12,"41",0,0,0,0,1,0,1,0,1,0,41
15,39000,12,"43",0,0,0,0,1,0,1,0,1,0,43
40,24000,14,"43",0,0,0,0,1,0,1,0,1,0,43
42,265933,18,"40",0,0,1,0,1,1,1,0,1,1,40
79,75000,15,"45",0,0,0,0,1,0,1,0,1,1,45
64,265933,20,"41",0,0,1,1,1,0,1,0,1,1,41
44,80000,12,"42",0,0,0,0,1,0,1,0,0,0,42
43,40000,14,"46",0,0,0,0,1,0,1,0,1,0,46
65,36000,18,"43",0,0,1,1,1,0,1,0,1,0,43
80,118000,18,"41",0,0,1,1,1,0,1,0,1,0,41
91,140000,14,"43",0,0,0,0,1,0,1,0,1,0,43
82,265933,12,"42",0,0,0,0,1,0,1,0,1,0,42
81,62000,12,"45",0,0,0,0,1,0,1,0,1,1,45
88,73200,20,"44",1,0,0,0,1,0,1,1,1,1,44
99,34500,17,"45",1,0,1,0,1,1,1,1,1,1,45
39,45000,13,"47",1,0,0,0,1,0,1,0,1,0,47
59,70000,19,"47",1,0,1,0,1,1,1,0,1,0,47
84,68000,12,"47",0,0,0,0,1,0,1,0,1,0,47
26,75000,12,"43",0,0,0,0,1,0,1,0,1,0,43
34,25000,13,"44",0,0,0,0,1,0,1,0,1,0,44
84,23000,13,"39",0,0,0,0,1,0,1,0,1,0,39
75,65000,16,"45",0,0,1,0,1,1,1,0,1,0,45
84,70000,14,"45",0,0,0,0,1,0,1,1,1,0,45
99,130000,17,"41",0,0,1,0,1,1,1,1,1,1,41
15,40000,11,"43",0,0,0,0,0,0,0,0,0,0,43
22,75000,12,"40",0,0,0,0,1,0,1,0,0,0,40
67,55000,12,"44",0,0,0,0,1,0,1,0,1,0,44
16,30000,12,"40",0,0,0,0,1,0,1,0,1,0,40
92,65000,14,"43",0,0,0,0,1,0,1,1,1,0,43
47,45000,16,"40",0,0,1,0,1,1,1,1,1,0,40
93,84000,16,"43",0,0,1,0,1,1,1,0,1,1,43
73,52500,16,"40",0,0,1,0,1,1,1,0,1,1,40
96,43000,15,"45",0,0,0,0,1,0,1,0,1,0,45
42,100000,12,"45",0,0,0,0,1,0,1,0,1,0,45
56,265933,18,"44",0,0,1,1,1,0,1,0,0,0,44
35,95000,12,"41",0,0,0,0,1,0,1,0,0,0,41
29,71000,12,"40",0,0,0,0,1,0,1,0,1,0,40
18,45000,13,"46",0,0,0,0,1,0,0,0,0,0,46
19,70000,13,"45",0,0,0,0,1,0,0,0,0,0,45
54,45000,12,"41",0,0,0,0,1,0,1,0,0,0,41
62,34000,12,"46",0,0,0,0,1,0,0,0,0,0,46
58,109000,13,"47",0,0,0,0,1,0,1,0,1,0,47
48,70000,12,"47",0,0,0,0,1,0,0,0,0,0,47
84,73000,15,"40",0,0,0,0,1,0,0,0,0,0,40
67,90000,12,"47",0,0,0,0,1,0,1,0,1,0,47
25,26000,12,"43",0,0,0,0,1,0,0,0,1,0,43
98,90000,18,"45",0,0,1,1,1,0,1,1,1,1,45
22,17000,12,"41",0,0,0,0,1,0,1,0,1,0,41
37,40000,13,"41",0,0,0,0,1,0,1,0,1,0,41
94,60000,16,"43",0,0,1,0,1,1,1,0,1,1,43
86,128000,14,"46",0,0,0,0,1,0,1,0,1,0,46
75,36500,12,"47",1,0,0,0,1,0,1,0,1,0,47
37,33000,11,"44",1,0,0,0,0,0,0,0,1,1,44
64,40000,12,"44",0,0,0,0,1,0,0,0,0,0,44
73,70000,12,"42",0,0,0,0,1,0,0,0,0,0,42
84,50000,12,"44",0,0,0,0,1,0,0,0,1,0,44
4,35000,12,"40",0,0,0,0,1,0,1,0,0,0,40
17,7000,12,"45",0,0,0,0,1,0,0,0,0,0,45
15,29580,12,"44",0,0,0,0,1,0,0,0,0,0,44
16,51000,12,"41",0,0,0,0,1,0,1,0,1,0,41
6,50000,9,"43",0,0,0,0,0,0,0,0,0,0,43
13,34000,9,"41",0,0,0,0,0,0,0,0,0,0,41
39,48000,12,"46",0,0,0,0,1,0,1,0,1,0,46
71,38000,12,"44",0,0,0,0,1,0,1,0,1,0,44
59,113000,16,"47",0,0,1,0,1,1,1,0,1,0,47
80,125000,18,"42",0,0,1,1,1,0,1,0,1,0,42
99,91000,19,"41",0,0,1,1,1,0,1,0,1,0,41
97,265933,16,"42",0,0,1,0,1,1,1,0,1,0,42
79,44000,14,"47",0,0,0,0,1,0,1,0,1,1,47
65,56000,18,"43",0,0,1,0,1,1,1,0,1,1,43
58,39000,12,"45",0,0,0,0,1,0,1,0,1,0,45
70,7800,12,"44",0,0,0,0,1,0,1,0,1,0,44
56,50000,12,"42",0,0,0,0,1,0,1,0,1,0,42
56,42000,12,"40",0,0,0,0,1,0,0,0,1,0,40
40,35000,12,"44",0,0,0,0,1,0,1,0,1,0,44
36,50000,12,"39",0,0,0,0,1,0,1,0,1,0,39
21,51000,12,"45",0,0,0,0,1,0,1,0,1,0,45
79,55000,12,"46",0,0,0,0,1,0,1,0,0,0,46
57,75000,12,"47",0,0,0,0,1,0,0,0,1,0,47
26,57000,12,"42",0,0,0,0,1,0,0,0,0,0,42
93,61000,16,"47",0,0,0,0,0,0,1,0,1,0,47
76,40000,12,"42",0,0,0,0,1,0,1,0,1,0,42
88,35000,12,"41",0,0,0,0,1,0,1,0,0,0,41
88,87400,16,"45",0,0,1,0,1,1,0,0,1,0,45
84,40000,18,"43",0,0,0,0,1,0,1,0,1,0,43
44,30000,12,"43",0,0,0,0,1,0,1,0,0,0,43
95,35000,16,"42",0,0,1,0,1,1,1,0,0,0,42
70,65000,12,"44",0,0,0,0,1,0,0,0,0,0,44
65,265933,17,"47",0,0,1,0,1,1,1,1,1,1,47
6,10000,10,"42",0,0,0,0,0,0,1,0,0,0,42
10,15000,9,"40",0,0,0,0,0,0,1,0,0,0,40
25,69509,12,"44",0,0,0,0,1,0,0,0,0,0,44
4,19000,12,"40",0,0,0,0,1,0,0,0,0,0,40
27,13500,13,"45",0,0,0,0,1,0,0,0,1,0,45
57,50000,12,"44",0,0,0,0,1,0,0,0,1,0,44
10,17220,11,"44",0,0,0,0,0,0,0,0,0,0,44
3,17500,12,"40",0,0,0,0,0,0,0,0,0,0,40
91,75000,18,"47",0,1,1,0,1,1,1,1,1,0,47
86,60000,13,"43",0,1,0,0,1,0,1,0,1,0,43
99,50000,19,"43",0,0,1,1,1,0,1,0,1,1,43
86,100000,16,"47",0,0,1,0,1,1,1,1,1,1,47
51,87000,16,"40",0,0,1,0,1,1,1,1,1,1,40
92,74600,16,"43",0,0,0,0,1,0,1,0,1,1,43
84,12000,16,"41",0,0,1,0,1,1,1,1,1,0,41
79,265933,16,"46",0,0,1,0,1,1,1,1,1,1,46
99,265933,20,"46",0,0,1,1,1,0,1,1,1,1,46
96,110000,18,"43",0,0,1,1,1,0,1,1,1,1,43
28,37000,9,"42",0,0,0,0,0,0,1,0,1,0,42
50,53200,11,"46",0,0,0,0,0,0,1,0,0,0,46
52,22500,13,"48",0,1,0,0,1,0,0,0,0,0,48
55,65000,12,"46",0,1,0,0,1,0,0,0,0,0,46
57,51000,13,"47",0,0,0,0,1,0,1,0,1,0,47
86,66000,12,"44",0,0,0,0,1,0,1,0,1,0,44
78,27800,16,"43",0,0,1,0,1,1,1,1,1,1,43
75,70000,12,"46",0,0,0,0,1,0,0,0,0,0,46
80,52000,12,"44",0,0,0,0,1,0,1,1,0,0,44
48,58000,12,"43",0,0,0,0,0,0,0,0,0,0,43
45,7000,12,"43",0,0,0,0,1,0,0,0,1,0,43
55,34840,12,"40",0,0,0,0,1,0,0,0,1,0,40
97,57000,12,"41",0,0,0,0,1,0,1,0,1,1,41
25,265933,9,"40",0,0,0,0,0,0,1,0,0,0,40
93,265933,18,"43",0,0,1,1,1,0,1,0,0,0,43
95,29640,16,"44",0,0,1,0,1,1,1,0,1,0,44
84,27000,12,"46",0,0,0,0,1,0,1,0,1,0,46
68,50000,12,"41",0,0,0,0,1,0,1,0,1,0,41
43,43000,12,"40",0,0,0,0,1,0,1,0,1,0,40
96,70000,18,"42",0,0,1,1,1,0,1,0,1,1,42
76,48000,12,"41",0,0,0,0,1,0,1,0,0,0,41
82,65000,15,"46",0,0,0,0,1,0,1,0,1,1,46
57,42000,12,"44",0,0,0,0,1,0,0,0,1,0,44
50,44000,12,"40",0,0,0,0,1,0,1,0,0,0,40
97,85000,17,"46",0,0,1,0,1,1,1,0,1,0,46
72,75000,13,"40",0,0,0,0,1,0,1,0,1,1,40
82,52000,18,"44",0,0,1,1,1,0,1,1,1,1,44
75,90000,16,"41",0,0,1,0,1,1,1,1,1,1,41
51,53000,15,"43",0,0,0,0,1,0,1,0,1,1,43
99,60000,16,"43",0,0,1,0,1,1,1,0,1,0,43
84,135000,16,"40",0,0,1,0,1,1,1,0,1,1,40
81,265933,16,"40",0,0,1,0,1,1,1,1,1,1,40
11,15000,12,"44",1,0,0,0,0,0,0,0,0,0,44
8,25000,12,"42",1,0,0,0,1,0,1,0,0,0,42
42,123000,12,"45",0,0,0,0,1,0,0,0,0,0,45
34,36000,12,"40",0,0,0,0,1,0,0,0,1,0,40
42,30000,12,"40",0,0,0,0,1,0,1,0,1,0,40
37,60000,12,"40",0,0,0,0,1,0,1,0,1,0,40
85,57000,14,"43",0,0,0,0,1,0,1,0,1,0,43
50,17000,12,"44",0,0,0,0,1,0,1,0,1,0,44
61,68000,12,"46",0,0,0,0,1,0,1,0,0,0,46
35,15000,12,"40",0,0,0,0,1,0,1,0,1,0,40
78,116000,19,"43",0,0,1,1,1,0,1,0,1,1,43
93,71000,16,"41",0,0,1,0,1,1,1,0,1,0,41
99,52000,19,"43",0,0,1,1,1,0,1,0,1,0,43
89,38000,16,"41",0,0,1,0,1,1,1,0,1,0,41
90,265933,19,"40",0,0,1,1,1,0,1,0,1,1,40
91,130000,20,"41",0,0,1,1,1,0,1,0,1,0,41
80,48000,18,"45",0,0,1,1,1,0,1,0,1,0,45
92,265933,20,"42",0,0,1,1,1,0,1,1,1,1,42
99,110000,20,"45",0,0,1,1,1,0,1,1,1,1,45
81,78000,16,"41",0,0,1,0,1,1,1,1,1,0,41
29,38000,14,"45",0,0,0,0,1,0,1,0,1,1,45
88,39000,15,"44",0,0,0,0,1,0,1,0,1,1,44
63,64000,16,"40",0,0,1,0,1,1,1,0,1,0,40
96,97500,17,"40",0,0,0,0,1,0,1,0,1,1,40
67,68000,13,"41",0,0,0,0,1,0,1,0,1,1,41
84,110000,18,"41",0,0,1,1,1,0,1,1,1,0,41
89,15000,18,"42",0,0,1,1,1,0,1,0,1,0,42
93,265933,20,"46",0,0,1,1,1,0,1,0,1,1,46
90,40000,15,"46",0,0,0,0,1,0,1,0,1,0,46
99,87520,16,"41",0,0,1,0,1,1,1,0,1,0,41
64,42000,18,"42",0,0,1,0,1,1,1,1,1,1,42
69,34000,13,"44",0,0,0,0,1,0,1,0,1,1,44
14,20000,16,"44",0,0,1,0,1,1,1,1,1,1,44
50,35000,12,"42",0,0,0,0,1,0,1,0,1,1,42
91,60000,17,"42",0,0,1,0,1,1,1,1,1,1,42
81,75000,18,"40",0,0,1,1,1,0,1,1,1,1,40
47,29000,12,"43",0,0,0,0,1,0,1,0,0,0,43
23,50000,12,"43",1,0,0,0,1,0,0,0,0,0,43
4,40000,12,"41",1,0,0,0,1,0,0,0,0,0,41
21,37000,15,"44",1,0,0,0,1,0,1,0,0,0,44
45,67000,12,"44",1,0,0,0,1,0,1,0,1,0,44
9,42000,12,"44",1,0,0,0,0,0,0,0,1,0,44
35,100000,8,"42",0,0,0,0,0,0,0,0,0,0,42
23,60000,12,"41",0,0,0,0,1,0,0,0,0,0,41
63,103000,15,"42",0,0,0,0,1,0,1,0,0,0,42
85,265933,20,"46",1,0,1,1,1,0,0,0,0,0,46
80,102000,16,"46",0,1,1,0,1,1,1,0,1,1,46
99,98291,20,"42",0,0,1,1,1,0,1,0,0,0,42
99,122000,16,"46",0,0,0,0,0,0,1,0,1,0,46
24,60000,13,"47",0,0,0,0,1,0,0,0,0,0,47
11,22000,12,"43",1,0,0,0,1,0,1,0,0,0,43
25,38600,13,"40",0,0,0,0,1,0,1,0,0,0,40
39,23000,12,"40",0,0,0,0,1,0,1,0,0,0,40
25,18000,11,"41",0,0,0,0,1,0,0,0,1,0,41
29,38000,7,"46",0,0,0,0,0,0,0,0,1,0,46
66,48000,12,"45",0,0,0,0,1,0,1,0,1,0,45
17,82000,13,"46",1,0,0,0,1,0,1,1,1,1,46
74,43000,18,"40",0,0,1,1,1,0,1,1,1,0,40
11,29800,12,"42",0,0,0,0,1,0,0,0,1,0,42
17,50000,12,"39",0,0,0,0,1,0,0,0,1,0,39
21,65000,12,"40",0,0,0,0,1,0,1,1,1,1,40
25,28000,12,"42",0,0,0,0,0,0,0,0,0,0,42
1,17000,13,"39",0,0,0,0,1,0,0,0,1,0,39
75,35000,12,"42",0,0,0,0,1,0,1,0,1,0,42
27,51000,12,"40",0,0,0,0,1,0,1,0,1,0,40
63,60000,15,"44",0,0,0,0,1,0,1,0,1,0,44
89,265933,18,"39",0,0,1,1,1,0,1,0,1,1,39
77,47000,16,"43",0,0,1,0,1,1,1,0,1,0,43
77,125000,17,"41",0,0,1,0,1,1,1,0,1,1,41
65,65000,12,"41",0,0,0,0,1,0,1,0,1,0,41
86,31663,12,"39",0,0,0,0,1,0,1,0,1,0,39
44,24000,12,"43",0,0,0,0,1,0,0,0,1,0,43
11,38000,12,"40",0,0,0,0,1,0,0,0,0,0,40
75,265933,13,"47",0,0,0,0,1,0,1,0,1,0,47
34,54000,12,"41",0,0,0,0,1,0,1,0,0,0,41
42,61000,12,"45",0,0,0,0,1,0,1,0,0,0,45
11,38000,9,"41",0,0,0,0,0,0,1,0,1,0,41
27,24000,12,"44",0,0,0,0,1,0,1,0,0,0,44
43,36000,12,"43",0,0,0,0,0,0,0,0,0,0,43
94,53000,16,"41",0,0,1,0,1,1,1,1,1,1,41
2,107000,11,"40",0,0,0,0,0,0,0,0,0,0,40
48,30000,12,"40",0,0,0,0,1,0,0,0,0,0,40
19,30000,12,"43",0,0,0,0,1,0,0,0,0,0,43
17,20000,9,"47",0,0,0,0,0,0,0,0,0,0,47
98,70000,17,"46",0,0,1,0,1,1,1,0,1,1,46
51,34000,12,"45",0,0,0,0,1,0,1,0,1,1,45
1,28000,12,"40",0,0,0,0,1,0,0,0,0,0,40
51,75000,12,"41",1,0,0,0,1,0,0,0,0,0,41
27,19900,12,"41",1,0,0,0,1,0,0,0,0,0,41
44,12000,12,"42",0,0,0,0,0,0,0,0,0,0,42
56,61000,12,"41",0,0,0,0,1,0,1,0,1,0,41
7,58000,9,"42",0,0,0,0,1,0,0,0,0,0,42
25,36000,12,"43",0,0,0,0,1,0,1,0,1,0,43
44,62000,12,"41",0,0,0,0,1,0,1,0,1,0,41
58,30000,16,"43",0,0,1,0,1,1,1,1,1,0,43
58,24000,12,"44",0,0,0,0,1,0,1,0,1,0,44
3,2400,12,"43",1,0,0,0,0,0,0,0,0,0,43
93,80611,16,"42",0,0,1,0,1,1,1,0,1,0,42
88,65000,16,"42",0,0,1,0,1,1,1,0,1,1,42
87,135000,18,"41",0,0,1,1,1,0,1,1,1,0,41
19,6000,15,"45",1,0,0,0,1,0,1,0,0,0,45
7,88000,9,"44",1,0,0,0,0,0,0,0,0,0,44
79,140000,16,"41",1,0,0,0,1,0,1,0,0,0,41
48,51000,12,"40",0,0,0,0,1,0,1,0,1,0,40
55,24000,16,"47",0,0,0,0,1,0,1,1,0,0,47
91,78000,20,"44",0,0,1,1,1,0,1,1,0,0,44
82,84000,14,"42",0,0,0,0,1,0,0,0,0,0,42
92,265933,15,"45",0,0,0,0,1,0,1,0,1,0,45
35,34000,12,"44",0,0,0,0,1,0,1,0,1,0,44
58,46000,12,"41",0,0,0,0,1,0,1,0,1,0,41
36,45000,12,"42",0,0,0,0,1,0,1,0,1,0,42
6,9000,12,"39",0,1,0,0,1,0,1,0,0,0,39
51,42500,15,"42",0,0,0,0,1,0,1,1,1,0,42
25,75000,13,"42",0,0,0,0,1,0,0,0,0,0,42
67,60000,14,"43",0,0,0,0,1,0,1,0,1,0,43
63,112000,13,"45",0,0,0,0,1,0,1,0,1,0,45
12,45000,12,"44",1,0,0,0,1,0,1,0,1,0,44
95,55000,13,"47",0,0,0,0,1,0,1,0,1,0,47
16,39000,8,"45",0,0,0,0,0,0,0,0,1,0,45
17,22000,12,"41",0,0,0,0,0,0,0,0,0,0,41
7,12000,10,"45",0,1,0,0,0,0,0,0,1,0,45
12,50000,16,"42",1,0,1,0,1,1,0,0,0,0,42
67,58261,12,"45",0,0,0,0,1,0,1,0,1,0,45
81,75000,12,"45",0,0,0,0,1,0,0,0,0,0,45
36,44000,16,"41",0,0,0,0,1,0,0,0,1,0,41
79,30000,16,"41",0,0,1,0,1,1,1,0,1,0,41
95,115000,20,"42",0,0,1,1,1,0,1,0,1,1,42
84,116000,18,"47",0,0,1,1,1,0,1,0,1,0,47
59,88000,13,"43",0,0,0,0,1,0,1,0,1,1,43
89,133000,17,"42",0,0,1,0,1,1,1,0,1,0,42
68,40000,16,"41",0,0,1,0,1,1,1,0,1,0,41
62,26000,15,"46",1,0,0,0,1,0,1,0,1,0,46
9,10000,12,"41",1,0,0,0,0,0,0,0,0,0,41
29,15000,14,"44",1,0,0,0,1,0,0,0,1,0,44
66,35000,14,"43",0,1,0,0,1,0,1,0,1,0,43
32,62000,12,"43",0,1,0,0,1,0,0,0,1,0,43
12,49000,12,"42",1,0,0,0,1,0,0,0,0,0,42
73,29750,12,"40",0,0,0,0,1,0,1,0,1,0,40
53,30000,12,"46",0,0,0,0,1,0,0,0,0,0,46
9,43000,14,"42",0,0,0,0,1,0,1,0,0,0,42
17,34000,11,"44",0,0,0,0,0,0,0,0,0,0,44
1,2992,12,"45",0,0,0,0,1,0,1,0,0,0,45
47,72000,14,"40",0,0,0,0,0,0,1,0,1,0,40
95,22500,16,"46",0,0,1,0,1,1,1,0,1,0,46
90,44200,15,"47",0,0,0,0,1,0,1,0,1,0,47
84,78000,16,"47",0,0,1,0,1,1,0,0,0,0,47
19,27400,16,"46",0,1,0,0,1,0,0,0,1,0,46
85,15000,12,"43",0,0,0,0,1,0,0,0,0,0,43
52,37000,12,"44",0,0,0,0,1,0,1,0,1,0,44
17,28000,12,"44",1,0,0,0,0,0,1,0,1,1,44
84,59000,13,"47",0,0,0,0,1,0,1,0,1,1,47
99,43917,16,"42",0,0,1,0,1,1,1,0,1,0,42
99,63168,17,"42",0,0,1,0,1,1,1,1,1,0,42
18,31000,12,"40",0,0,0,0,1,0,1,0,0,0,40
76,52900,13,"45",0,0,0,0,1,0,1,0,1,1,45
91,135000,20,"42",0,0,1,0,1,1,1,0,1,0,42
90,265933,16,"43",0,0,1,0,1,1,1,1,1,1,43
42,48000,13,"44",0,0,0,0,1,0,1,0,1,0,44
59,61000,16,"43",0,0,1,0,1,1,1,0,1,0,43
14,27900,12,"41",0,1,0,0,1,0,1,0,0,0,41
85,99000,12,"41",0,1,0,0,1,0,0,0,1,1,41
23,29000,12,"40",0,1,0,0,1,0,0,0,1,1,40
80,50000,18,"40",0,0,1,1,1,0,1,0,1,0,40
96,265933,16,"45",0,0,1,0,1,1,1,1,0,0,45
90,50635,19,"41",0,0,1,1,1,0,0,0,1,1,41
69,45000,15,"41",0,0,0,0,1,0,0,0,0,0,41
53,2656,12,"46",0,0,0,0,1,0,1,1,1,1,46
84,80000,16,"40",0,0,1,0,1,1,1,0,0,0,40
13,24000,12,"42",0,0,0,0,0,0,1,1,1,0,42
35,40000,15,"41",0,0,0,0,1,0,1,0,1,0,41
72,79000,13,"46",0,0,0,0,1,0,1,0,1,1,46
53,65000,18,"42",0,0,1,1,1,0,1,0,1,0,42
91,265933,16,"43",1,0,1,0,1,1,1,0,1,1,43
9,75000,12,"44",0,0,0,0,1,0,0,0,1,0,44
24,46000,13,"42",0,0,0,0,1,0,0,0,0,0,42
45,42000,12,"41",0,0,0,0,1,0,0,0,1,0,41
19,20000,14,"42",0,0,0,0,1,0,0,0,1,0,42
18,30000,8,"40",0,0,0,0,0,0,0,0,1,0,40
2,21000,11,"43",0,0,0,0,0,0,1,0,1,1,43
1,6000,12,"42",0,0,0,0,0,0,1,0,1,1,42
73,63000,16,"46",0,0,1,0,1,1,1,1,1,1,46
93,72000,14,"41",0,0,0,0,1,0,1,0,1,1,41
80,95000,14,"45",0,0,0,0,1,0,1,0,1,0,45
79,44000,14,"45",0,1,0,0,1,0,0,0,0,0,45
82,115000,15,"47",0,0,1,0,1,1,0,0,1,0,47
38,112000,16,"43",0,0,0,0,1,0,1,0,1,0,43
23,69000,15,"40",0,0,1,0,1,1,1,0,1,0,40
41,46000,12,"42",0,0,0,0,1,0,1,0,1,0,42
58,60000,12,"47",0,0,0,0,1,0,1,0,1,1,47
50,75000,12,"42",0,1,0,0,1,0,1,0,0,0,42
73,92000,16,"43",0,0,1,0,1,1,1,0,1,1,43
81,75600,16,"46",0,1,1,0,1,1,0,0,1,0,46
99,13000,13,"45",0,0,0,0,1,0,0,0,0,0,45
26,55000,16,"42",0,0,1,0,1,1,1,0,1,0,42
84,85000,16,"41",0,0,1,0,1,1,1,0,0,0,41
76,67000,16,"46",0,0,1,0,1,1,1,0,0,0,46
58,48000,15,"40",0,0,0,0,1,0,1,0,1,0,40
40,28000,12,"45",0,0,0,0,1,0,0,0,0,0,45
40,63000,12,"42",0,0,0,0,1,0,0,0,1,0,42
74,70000,12,"43",0,0,0,0,1,0,1,0,1,0,43
66,82000,12,"44",0,0,0,0,1,0,1,0,0,0,44
41,47000,12,"41",0,0,0,0,1,0,0,0,1,0,41
33,20000,13,"45",0,0,0,0,1,0,1,0,1,0,45
68,24300,12,"39",0,0,0,0,1,0,0,0,1,0,39
82,30772,12,"40",0,0,0,0,1,0,1,0,0,0,40
41,60000,14,"42",0,0,0,0,1,0,1,0,1,0,42
70,45000,12,"46",0,0,0,0,0,0,1,1,1,1,46
25,56000,12,"47",0,0,0,0,1,0,1,0,1,0,47
